location_id,addressLine1,city,state,zipCode,formattedAddress,county,longitude,latitude,addressLine2
120,3911 Aledo St,Houston,TX,77051,"3911 Aledo St, Houston, TX 77051",Harris,-95.367616,29.667406,Unknown
121,265 Palma Ct,Oceanside,CA,92058,"265 Palma Ct, Apt 26, Oceanside, CA 92058",San Diego,-117.251946,33.0769,Apt 26
122,1020 Highway,Water Valley,MS,38965,"1020 Highway, 32, Water Valley, MS 38965",Yalobusha,-89.647434,34.13374,32
123,938 Bethany Ave,Turlock,CA,95380,"938 Bethany Ave, Turlock, CA 95380",Stanislaus County,-120.850793,37.484058,Unknown
124,8638 Maidstone Ct,Seminole,FL,33777,"8638 Maidstone Ct, Seminole, FL 33777",Pinellas,-82.759608,27.866769,Unknown
125,207 S Gum St,Summerville,SC,29483,"207 S Gum St, Summerville, SC 29483",Dorchester County,-80.172646,33.01682,Unknown
126,2575 Manor Dr,Hollidaysburg,PA,16648,"2575 Manor Dr, Hollidaysburg, PA 16648",Blair,-78.380969,40.451329,Unknown
127,5643 Double Oak Ln,Birmingham,AL,35242,"5643 Double Oak Ln, Birmingham, AL 35242",Shelby,-86.727966,33.356321,Unknown
128,1816 Knox Rd,Tolar,TX,76476,"1816 Knox Rd, Tolar, TX 76476",Hood County,-97.858562,32.399433,Unknown
129,1718 Westerly Dr,Brandon,FL,33511,"1718 Westerly Dr, Brandon, FL 33511",Hillsborough,-82.30881,27.908385,Unknown
130,1821 Nw 69th St,Miami,FL,33147,"1821 Nw 69th St, Miami, FL 33147",Miami-Dade,-80.228027,25.837302,Unknown
131,22W245 Hackberry Dr,Glen Ellyn,IL,60137,"22W245 Hackberry Dr, Glen Ellyn, IL 60137",Dupage,-88.059278,41.829503,Unknown
132,7603 Cedar Farm,San Antonio,TX,78239,"7603 Cedar Farm, San Antonio, TX 78239",Bexar,-98.357181,29.497498,Unknown
133,7908 Big View Dr,Austin,TX,78730,"7908 Big View Dr, Austin, TX 78730",Travis,-97.873551,30.348362,Unknown
134,27 Chesthill Ct,Nottingham,MD,21236,"27 Chesthill Ct, Nottingham, MD 21236",Baltimore,-76.485549,39.409387,Unknown
135,887 Franklin St,Jacksonville,FL,32206,"887 Franklin St, Apt 2303, Jacksonville, FL 32206",Duval,-81.639352,30.333587,Apt 2303
136,115 Georgia Belle Ave,Belmont,NC,28012,"115 Georgia Belle Ave, Belmont, NC 28012",Gaston,-81.059696,35.251558,Unknown
137,10009 Gerald Ave,North Hills,CA,91343,"10009 Gerald Ave, North Hills, CA 91343",Los Angeles,-118.495058,34.252312,Unknown
138,427 The Pkwy,Greer,SC,29650,"427 The Pkwy, Greer, SC 29650",Greenville,-82.256308,34.872218,Unknown
139,1932 Russell Rd,Shreveport,LA,71107,"1932 Russell Rd, Shreveport, LA 71107",Caddo,-93.803154,32.542534,Unknown
140,5204 40th St,Lubbock,TX,79414,"5204 40th St, Lubbock, TX 79414",Lubbock,-101.922984,33.558105,Unknown
141,3297 FM 2259,Nacogdoches,TX,75961,"3297 FM 2259, # 2, Nacogdoches, TX 75961",Nacogdoches,-94.62134,31.566657,# 2
142,3138 Arizona Ave,Dallas,TX,75216,"3138 Arizona Ave, Dallas, TX 75216",Dallas,-96.817914,32.706165,Unknown
143,8 Reef Ct,Sacramento,CA,95831,"8 Reef Ct, Sacramento, CA 95831",Sacramento County,-121.536805,38.505002,Unknown
144,5302 Boyce Springs Dr,Houston,TX,77066,"5302 Boyce Springs Dr, Houston, TX 77066",Harris,-95.502923,29.977246,Unknown
145,5 Stillwell Dr,Plainville,CT,6062,"5 Stillwell Dr, Plainville, CT 06062",Hartford,-72.863734,41.663392,Unknown
146,1873 W Schwartz Blvd,Lady Lake,FL,32159,"1873 W Schwartz Blvd, Lady Lake, FL 32159",Lake,-81.939841,28.959867,Unknown
147,11514 Annette Ave,Tampa,FL,33637,"11514 Annette Ave, Unit 136, Tampa, FL 33637",Hillsborough County,-82.357189,28.051166,Unit 136
148,1171 Prospect Rd,Pittsburgh,PA,15227,"1171 Prospect Rd, Pittsburgh, PA 15227",Allegheny,-79.975679,40.363667,Unknown
149,5271 Columbia Rd,Columbia,MD,21044,"5271 Columbia Rd, Columbia, MD 21044",Howard,-76.841985,39.2355,Unknown
150,1525 Potomac Dr,Houston,TX,77057,"1525 Potomac Dr, Houston, TX 77057",Harris,-95.488537,29.751748,Unknown
151,2195 Theda Ave,Memphis,TN,38127,"2195 Theda Ave, Memphis, TN 38127",Shelby,-89.990456,35.22044,Unknown
152,5114 Cottage Creek Ln,Richmond,TX,77469,"5114 Cottage Creek Ln, Richmond, TX 77469",Fort Bend,-95.802274,29.508834,Unknown
153,2237 Brighton Pl,Harvey,LA,70058,"2237 Brighton Pl, Harvey, LA 70058",Jefferson,-90.055272,29.861035,Unknown
154,2334 Shoreham Dr,Saint Joseph,MI,49085,"2334 Shoreham Dr, Saint Joseph, MI 49085",Berrien County,-86.510295,42.05813,Unknown
155,4603 Mcknight Mill Rd,Greensboro,NC,27405,"4603 Mcknight Mill Rd, Greensboro, NC 27405",Guilford,-79.722478,36.1438,Unknown
156,3878 N Nc 16 Business Hwy,Denver,NC,28037,"3878 N Nc 16 Business Hwy, Denver, NC 28037",Lincoln,-81.033105,35.533616,Unknown
157,144 S Peck Dr,Beverly Hills,CA,90212,"144 S Peck Dr, Beverly Hills, CA 90212",Los Angeles,-118.403357,34.065462,Unknown
158,18233 Cypress Haven Dr,Tampa,FL,33647,"18233 Cypress Haven Dr, Tampa, FL 33647",Hillsborough,-82.313677,28.151666,Unknown
159,2796 Jacamar Ave NE,Saint Michael,MN,55376,"2796 Jacamar Ave NE, Saint Michael, MN 55376",Wright,-93.697362,45.19134,Unknown
160,708 Skyview Dr,Nashville,TN,37206,"708 Skyview Dr, Nashville, TN 37206",Davidson,-86.728762,36.183,Unknown
161,1708 E Woodbury Rd,Pasadena,CA,91104,"1708 E Woodbury Rd, Pasadena, CA 91104",Los Angeles,-118.115302,34.177155,Unknown
162,10316 E 211th St,Noblesville,IN,46062,"10316 E 211th St, Noblesville, IN 46062",Hamilton,-85.984589,40.09804,Unknown
163,339 Allendale Pl,Flint,MI,48503,"339 Allendale Pl, Flint, MI 48503",Genesee,-83.726474,43.011933,Unknown
164,33001 Vine St,Willowick,OH,44095,"33001 Vine St, Apt D10, Willowick, OH 44095",Lake,-81.453388,41.642598,Apt D10
165,3620 Moreno Ave,La Verne,CA,91750,"3620 Moreno Ave, Spc 45, La Verne, CA 91750",Los Angeles,-117.779408,34.115844,Spc 45
166,8757 49th Ter E,Bradenton,FL,34211,"8757 49th Ter E, Bradenton, FL 34211",Manatee,-82.448691,27.453045,Unknown
167,105 Chestnut Ln,Mars Hill,NC,28754,"105 Chestnut Ln, Lot 105, Mars Hill, NC 28754",Yancey County,-82.48877,35.967926,Lot 105
168,26 Pivot Ave,North Las Vegas,NV,89031,"26 Pivot Ave, North Las Vegas, NV 89031",Clark,-115.140582,36.264983,Unknown
169,136 Squaw Valley Ln,Tafton,PA,18464,"136 Squaw Valley Ln, Tafton, PA 18464",Pike County,-75.165622,41.41434,Unknown
170,4706 N Winthrop Ave,Chicago,IL,60640,"4706 N Winthrop Ave, Apt 2A, Chicago, IL 60640",Cook,-87.658013,41.967601,Apt 2A
171,406 Cold Spring Dr,College Station,TX,77845,"406 Cold Spring Dr, College Station, TX 77845",Brazos,-96.252854,30.566519,Unknown
172,6884 Ducketts Ln,Elkridge,MD,21075,"6884 Ducketts Ln, Elkridge, MD 21075",Howard,-76.747289,39.199799,Unknown
173,3600 Clarinth Rd,Baltimore,MD,21215,"3600 Clarinth Rd, Apt 2B, Baltimore, MD 21215",Baltimore City,-76.701154,39.363044,Apt 2B
174,1816 S Washington St,Kokomo,IN,46902,"1816 S Washington St, Kokomo, IN 46902",Howard,-86.133514,40.465296,Unknown
175,10511 Lindley Ave,Porter Ranch,CA,91326,"10511 Lindley Ave, Apt 239, Porter Ranch, CA 91326",Los Angeles,-118.527934,34.261062,Apt 239
176,455 E Jefferson St,Butler,PA,16001,"455 E Jefferson St, Butler, PA 16001",Butler,-79.886711,40.860757,Unknown
177,2505 W Slaughter Ln,Austin,TX,78748,"2505 W Slaughter Ln, Apt D, Austin, TX 78748",Travis,-97.83156,30.176103,Apt D
178,409 Heathrow Dr,Florence,AL,35633,"409 Heathrow Dr, Florence, AL 35633",Lauderdale County,-87.702522,34.847458,Unknown
179,190 Van Nostrand Ave,Jersey City,NJ,7305,"190 Van Nostrand Ave, Apt 44, Jersey City, NJ 07305",Hudson,-74.088746,40.702914,Apt 44
180,9427 Castlegap Dr,Spring,TX,77379,"9427 Castlegap Dr, Spring, TX 77379",Harris,-95.562045,30.053644,Unknown
181,1200 W Cheyenne Ave,North Las Vegas,NV,89030,"1200 W Cheyenne Ave, Apt 2084, North Las Vegas, NV 89030",Clark,-115.158411,36.219938,Apt 2084
182,2210 N 160th St,Omaha,NE,68116,"2210 N 160th St, Omaha, NE 68116",Douglas,-96.164234,41.280666,Unknown
183,PO Box 5151,Fallon,NV,89407,"PO Box 5151, Fallon, NV 89407",Churchill,-118.7782,39.4755,Unknown
184,1339 Parkway Ct,Houston,TX,77077,"1339 Parkway Ct, Houston, TX 77077",Harris,-95.633727,29.763114,Unknown
185,6501 Wilmington Oaks Dr,Cedar Hill,MO,63016,"6501 Wilmington Oaks Dr, Cedar Hill, MO 63016",Jefferson,-90.644158,38.364793,Unknown
186,7725 N Ashland Ave,Chicago,IL,60626,"7725 N Ashland Ave, Apt 3, Chicago, IL 60626",Cook,-87.670338,42.021935,Apt 3
187,6 Village By The Lake Ln,Southern Pines,NC,28387,"6 Village By The Lake Ln, Southern Pines, NC 28387",Moore County,-79.387164,35.188088,Unknown
188,3540 N Escala Ct,Park City,UT,84098,"3540 N Escala Ct, # C-33, Park City, UT 84098",Summit,-111.556937,40.682003,# C-33
189,7900 Calle Torcido,Bakersfield,CA,93309,"7900 Calle Torcido, Bakersfield, CA 93309",Kern,-119.090474,35.343716,Unknown
190,5128 Kingsley Dr,Indianapolis,IN,46205,"5128 Kingsley Dr, Indianapolis, IN 46205",Marion,-86.130613,39.846039,Unknown
191,512 Spruce St E,Ilwaco,WA,98624,"512 Spruce St E, Ilwaco, WA 98624",Pacific County,-124.037319,46.30907,Unknown
192,3501 N FM 492,Mission,TX,78574,"3501 N FM 492, Mission, TX 78574",Hidalgo,-98.388964,26.25677,Unknown
193,741 Nw 18th Pl,Miami,FL,33125,"741 Nw 18th Pl, Apt B, Miami, FL 33125",Miami-Dade,-80.225693,25.780634,Apt B
194,11109 Whitney Ln,Hagerstown,MD,21742,"11109 Whitney Ln, Hagerstown, MD 21742",Washington,-77.676006,39.618932,Unknown
