id,location_id,sales_id,features_id,yearBuilt,assessorID,legalDescription,ownerOccupied,propertyType,taxAssessment,propertyTaxes,subdivision,zoning
"2505-W-Slaughter-Ln,-Apt-D,-Austin,-TX-78748",177,2,2,0.0,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown
"409-Heathrow-Dr,-Florence,-AL-35633",178,2,151,0.0,Unknown,Unknown,0.0,Single Family,Unknown,Unknown,Unknown,Unknown
"190-Van-Nostrand-Ave,-Apt-44,-Jersey-City,-NJ-07305",179,2,2,0.0,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown
"9427-Castlegap-Dr,-Spring,-TX-77379",180,109,152,2006.0,1231050020052,LT 52 BLK 2 GLEANNLOCH FARMS SEC 23,1.0,Single Family,"{'2022': {'value': 274431, 'land': 53623, 'improvements': 220808}, '2023': {'value': 315715, 'land': 60326, 'improvements': 255389}}","{'2020': {'total': 1715}, '2022': {'total': 2681}}",GLEANNLOCH FARMS,Unknown
"1200-W-Cheyenne-Ave,-Apt-2084,-North-Las-Vegas,-NV-89030",181,2,2,0.0,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown
"2210-N-160th-St,-Omaha,-NE-68116",182,2,153,1997.0,1405591316,HUNTINGTON PARK LOT 160 BLOCK 0 IRREG,1.0,Single Family,"{'2022': {'value': 494700, 'land': 67600, 'improvements': 427100}}",{'2022': {'total': 10560}},HUNTINGTON PARK,R4
"PO-Box-5151,-Fallon,-NV-89407",183,2,2,0.0,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown
"1339-Parkway-Ct,-Houston,-TX-77077",184,110,154,1994.0,1176620010013,LT 13 BLK 1 PARKWAY COURT AMEND,1.0,Single Family,"{'2020': {'value': 231525, 'land': 53378, 'improvements': 178147}, '2022': {'value': 284577, 'land': 53378, 'improvements': 231199}}","{'2019': {'total': 5473}, '2022': {'total': 6266}}",PARKWAY COURT AMEND,Unknown
"6501-Wilmington-Oaks-Dr,-Cedar-Hill,-MO-63016",185,111,155,1996.0,06-6.0-24.0-2-001-054.31,BARRINGTON OAKS 4 LOT 91,1.0,Single Family,"{'2022': {'value': 32700, 'land': 4800, 'improvements': 27900}}",{'2022': {'total': 2468}},BARRINGTON OAKS 4,R-40
"7725-N-Ashland-Ave,-Apt-3,-Chicago,-IL-60626",186,2,156,1908.0,Unknown,Unknown,0.0,Townhouse,Unknown,Unknown,Unknown,Unknown
"6-Village-By-The-Lake-Ln,-Southern-Pines,-NC-28387",187,2,157,0.0,Unknown,Unknown,0.0,Condo,Unknown,Unknown,Unknown,Unknown
"3540-N-Escala-Ct,---C-33,-Park-City,-UT-84098",188,2,2,0.0,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown
"7900-Calle-Torcido,-Bakersfield,-CA-93309",189,2,158,1981.0,339-462-12-00-2,"TRACT 4011, BLOCK, LOT 22",1.0,Single Family,"{'2019': {'value': 422581, 'land': 65035, 'improvements': 357546}, '2020': {'value': 422581, 'land': 65035, 'improvements': 357546}, '2023': {'value': 444202, 'land': 68362, 'improvements': 375840}}","{'2019': {'total': 5496}, '2020': {'total': 5567}, '2023': {'total': 6020}}",Unknown,R-1
"5128-Kingsley-Dr,-Indianapolis,-IN-46205",190,2,159,1930.0,49-07-07-139-084.000-801,BELLAIRE L648,1.0,Single Family,"{'2021': {'value': 152800, 'land': 12300, 'improvements': 140500}}",{'2020': {'total': 1565}},BELLAIRE,Unknown
"512-Spruce-St-E,-Ilwaco,-WA-98624",191,2,160,0.0,Unknown,Unknown,0.0,Single Family,Unknown,Unknown,Unknown,Unknown
"3501-N-FM-492,-Mission,-TX-78574",192,112,161,1992.0,G5900-01-003-0042-14,GOODWIN TRACT NO. 1 E351.48'-S108.9'-N404.13' IRR TR-LOT 42 BLK 3 0.86AC GR 0.78AC NET,1.0,Single Family,"{'2022': {'value': 232570, 'land': 46122, 'improvements': 196556}, '2023': {'value': 232570, 'land': 46122, 'improvements': 217745}}","{'2021': {'total': 4307}, '2022': {'total': 3506}}",GOODWIN TRACT NO. 1 - SLJ,Unknown
"741-Nw-18th-Pl,-Apt-B,-Miami,-FL-33125",193,2,2,0.0,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown
"11109-Whitney-Ln,-Hagerstown,-MD-21742",194,113,162,1999.0,18-030268,0.71 AC LOT 4 11109 WHITNEY LANE BRIGHTWOOD SQUARE,1.0,Single Family,"{'2022': {'value': 344733}, '2023': {'value': 345067}}","{'2022': {'total': 3585}, '2023': {'total': 3589}}",BRIGHTWOOD SQUARE,RS
"713-Silver-Pearl-St,-Henderson,-NV-89002",195,114,163,2014.0,179-28-811-001,PEARL CREEK - MODEL COMPLEX PLAT BOOK 146 PAGE 64 LOT 297,1.0,Single Family,"{'2023': {'value': 206922, 'land': 40058, 'improvements': 166864}}",{'2022': {'total': 4604}},PEARL CREEK - MODEL COMPLEX,Unknown
"309-Feronia-Way,-Rutherford,-NJ-07070",196,2,164,1931.0,56  00158-0000-00012-  01,LOT:12.01 BLK:158 DIST:56 CITY/MUNI/TWP:RUTHERFORD BORO,1.0,Single Family,"{'2020': {'value': 388300, 'land': 255600, 'improvements': 132700}, '2021': {'value': 388300, 'land': 255600, 'improvements': 132700}, '2022': {'value': 388300, 'land': 255600, 'improvements': 132700}}","{'2019': {'total': 10636}, '2021': {'total': 10686}}",Unknown,Unknown
"841-25th-St,-Newport-News,-VA-23607",197,115,165,2004.0,306040436,16A 50 X 100,1.0,Single Family,"{'2022': {'value': 201200, 'land': 15800, 'improvements': 185400}, '2023': {'value': 236900, 'land': 20500, 'improvements': 216400}}","{'2022': {'total': 2077}, '2023': {'total': 2561}}",WARD 2,R4
"3205-Lloyds-Ln,-Apt-M1,-Mobile,-AL-36693",198,2,2,0.0,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown
"61-55-98th-St,-Unit-8D,-Rego-Park,-NY-11374",199,2,166,0.0,Unknown,Unknown,0.0,Apartment,Unknown,Unknown,Unknown,Unknown
"15644-S-Church-St,-Unit-1200,-Olathe,-KS-66062",200,2,167,2004.0,DP73960000 1200,THE VILLAS OF ASBURY 39TH PLAT LT 1200 OLC 469 4 12 1200,1.0,Duplex-Triplex,"{'2021': {'value': 29797, 'land': 3738, 'improvements': 26059}, '2022': {'value': 33442, 'land': 4485, 'improvements': 28957}}",{'2022': {'total': 3932}},THE VILLAS OF ASBURY,RP-3
"1934-Sarafina-Dr,-Prescott,-AZ-86301",201,116,168,1999.0,106-19-117,VISTA DEL LAGO UNIT FOUR LOT 117 SEC 14-14-2W,1.0,Manufactured,"{'2024': {'value': 12541, 'land': 6350, 'improvements': 6191}}",{'2022': {'total': 386}},VISTA DEL LAGO,Unknown
"2691-El-Camino-Dr,-Turlock,-CA-95380",202,2,169,0.0,Unknown,Unknown,0.0,Single Family,Unknown,Unknown,Unknown,Unknown
"40-Red-Barn-Rd,-Trumbull,-CT-06611",203,2,170,1976.0,TRUM M:B-02 L:00104 U:000,LOT:104 CITY/MUNI/TWP:TRUMBULL,1.0,Single Family,"{'2022': {'value': 318780, 'land': 184730, 'improvements': 134050}}",{'2022': {'total': 11020}},Unknown,AAA
"7819-Nikis-Xing,-Conroe,-TX-77304",204,117,171,2004.0,9223-02-05000,"TEAS LAKES 02, BLOCK 2, LOT 20",0.0,Single Family,"{'2022': {'value': 214530, 'land': 36330, 'improvements': 178200}}",{'2022': {'total': 3476}},TEAS LAKES 02,Unknown
"17458-Bellflower-Blvd,-Bellflower,-CA-90706",205,118,2,0.0,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown
"1320-S-Florence-Pl,-Tulsa,-OK-74104",206,119,172,1934.0,12000-93-08-07780,LT 5 BLK 13,0.0,Single Family,"{'2022': {'value': 12067, 'land': 3897, 'improvements': 8170}}",{'2022': {'total': 1609}},EAST LAWN ADDN,RS3
"1-Coveney-Rd,-Buchanan,-MI-49107",207,2,46,0.0,Unknown,Unknown,0.0,Land,Unknown,Unknown,Unknown,Unknown
"9006-Villa-Park-Cir,-Dallas,-TX-75225",208,120,173,1965.0,0054540F000010001,PARK LANE NORTH BLK F/5454 LT 1 INT201700216607 DD08012017 CO-DC 5454 F00 00100 3DA5454 F00,0.0,Duplex-Triplex,"{'2021': {'value': 286530, 'land': 87600, 'improvements': 198930}, '2022': {'value': 310220, 'land': 96360, 'improvements': 213860}}","{'2021': {'total': 7559}, '2022': {'total': 7788}}",PARK LANE NORTH,Z69
"28-Arrowwood-Ct,-Durham,-NC-27712",209,121,174,1998.0,192911,TREYBURN/PH:01/SEC:23/LT#108,1.0,Single Family,"{'2020': {'value': 306198, 'land': 38700, 'improvements': 267498}}",{'2020': {'total': 3809}},TREYBURN PH 1 SEC 23,PDR 2.240
"130-Alps-Rd,-Branford,-CT-06405",210,122,175,1963.0,BRAN M:B09-000 B:006 L:00003,LOT:3 BLK:6 CITY/MUNI/TWP:BRANFORD,1.0,Duplex-Triplex,"{'2022': {'value': 207900, 'land': 68900, 'improvements': 139000}}",{'2022': {'total': 6123}},Unknown,Unknown
"6815-Ridge-Ave,-Philadelphia,-PA-19128",211,123,176,1920.0,21-3-4129-00,443'6  N FAIRTHORNE,1.0,Apartment,"{'2022': {'value': 288700, 'land': 57700, 'improvements': 231000}}",{'2022': {'total': 4041}},Unknown,RTA1
"7063-Mira-Vista-St,-Las-Vegas,-NV-89120",212,124,177,1963.0,177-01-711-018,SIERRA VISTA RANCHO UNIT #1 PLAT BOOK 6 PAGE 54 LOT 5 BLOCK 1 & PT VAC RD,1.0,Single Family,"{'2020': {'value': 126506, 'land': 85750, 'improvements': 40756}, '2022': {'value': 145833, 'land': 100625, 'improvements': 45208}}","{'2019': {'total': 2086}, '2021': {'total': 2214}}",SIERRA VISTA RANCHO UNIT #1,Unknown
"5130-Linton-Blvd,-Ste-G5,-Delray-Beach,-FL-33484",213,2,2,0.0,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown
"299-Doubles-Ln,-Davenport,-FL-33837",214,125,178,2012.0,272617704401002990,DEER CREEK GOLF & TENNIS RV RESORT PH 2 COOP PB 86 PG 50-51 OR 6966 PGS 960-1000 LOT 299 & AN UNDIVIDED INT IN THE COMMON ELE,1.0,Manufactured,"{'2021': {'value': 45404}, '2022': {'value': 71017, 'land': 36000, 'improvements': 35017}}",{'2022': {'total': 1206}},DEER CREEK GOLF AND TENNIS RV RESORT PHA,Unknown
"323-Huntington,-Newport,-MI-48166",215,2,179,2016.0,Unknown,Unknown,0.0,Manufactured,Unknown,Unknown,Unknown,Unknown
"12524-Crest-Spg-Ln,-Apt-1234,-Orlando,-FL-32828",216,2,180,1998.0,Unknown,Unknown,0.0,Condo,Unknown,Unknown,Unknown,Unknown
"100-Sw-130th-Ter,-Apt-401C,-Pembroke-Pines,-FL-33027",217,126,181,1986.0,51-40-14-AH-0460,LANCASTER AT CENTURY VILLAGE #1 CONDO UNIT 401 BLDG C PER CDO BK/PG: 13568/248,1.0,Condo,"{'2020': {'value': 166180, 'land': 16620, 'improvements': 149560}}",{'2019': {'total': 2632}},LANCASTER CV 1,Unknown
"2005-Dodge-Trl,-Grand-Prairie,-TX-75052",218,127,182,1978.0,28220600070120000,TRAILWOOD 1 BLK G LOT 12 INT201100003130 DD12302010 CO-DC 2206000701200 4CP22060007,1.0,Single Family,"{'2019': {'value': 188560, 'land': 35000, 'improvements': 153560}, '2022': {'value': 254260, 'land': 40000, 'improvements': 214260}, '2023': {'value': 342540, 'land': 50000, 'improvements': 292540}}","{'2019': {'total': 4348}, '2022': {'total': 4253}, '2023': {'total': 3870}}",TRAILWOOD,Z236
"1420-W-Mcdermott-Dr,-Apt-1018,-Allen,-TX-75013",219,2,2,0.0,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown
"PO-Box-801299,-Balch-Springs,-TX-75180",220,2,2,0.0,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown
"20-Webb-Pl,-Apt-2C,-Mansfield,-MA-02048",221,128,183,1989.0,Unknown,Unknown,0.0,Condo,Unknown,Unknown,Unknown,Unknown
"221-Geneva-Dr,-Sedona,-AZ-86336",222,129,184,2004.0,401-74-025,SUBDIVISION: MYSTIC HILLS LOT: 43 SIXTEENTH: SE QUARTER: SW SECTION: 19 TOWNSHIP: 17N RANGE: 06E,0.0,Single Family,"{'2021': {'value': 92175}, '2023': {'value': 125284, 'land': 17316, 'improvements': 107968}, '2024': {'value': 176459, 'land': 22090, 'improvements': 154369}}","{'2020': {'total': 6292}, '2022': {'total': 6593}, '2023': {'total': 6836}}",MYSTIC HILLS,Unknown
"120-Aspen-Dr,-Stephens-City,-VA-22655",223,130,185,1985.0,75B13-3-52,LAKESIDE ESTATES L52 B3 S 2,0.0,Single Family,"{'2022': {'value': 191900, 'land': 62000, 'improvements': 129900}, '2023': {'value': 237100, 'land': 72000, 'improvements': 165100}}","{'2022': {'total': 1171}, '2023': {'total': 1209}}",4,RESIDENTIAL PERFORMANCE
"1020-Lavaca,-Canyon-Lake,-TX-78133",224,131,186,2006.0,50-0380-0156-00,"SCENIC TERRACE 1, BLOCK 4, LOT 33",0.0,Single Family,"{'2021': {'value': 139030, 'land': 7830, 'improvements': 131200}, '2022': {'value': 189700, 'land': 23460, 'improvements': 166240}, '2023': {'value': 241340, 'land': 39950, 'improvements': 201390}}","{'2021': {'total': 2496}, '2022': {'total': 3193}}",SCENIC TERRACE 1,Unknown
"25-Spring-Water-Ct,-Williams-Township,-PA-18042",225,2,187,0.0,Unknown,Unknown,0.0,Single Family,Unknown,Unknown,Unknown,Unknown
"715-Northern-Trl,-Leander,-TX-78641",226,2,188,1995.0,R-17-W338-501F-0033-0004,S4059 - MASON CREEK NORTH SEC 1 REPLAT BLOCK F LOT 33-34,1.0,Single Family,"{'2021': {'value': 220460, 'land': 46000, 'improvements': 174460}, '2022': {'value': 220460, 'land': 46000, 'improvements': 174460}}","{'2021': {'total': 5247}, '2022': {'total': 5265}}",MASON CREEK NORTH,Unknown
"3229-Raven-Cir,-Lexington,-KY-40502",227,132,189,1959.0,54428775,C-133 LANSDOWNE UNIT 7B LOT 16; BOOK: 2954 PAGE: 364,1.0,Single Family,{'2022': {'value': 297300}},{'2022': {'total': 3282}},LANSDOWNE,R-1C
"70-Russell-St,-Apt-5,-New-Bedford,-MA-02740",228,2,190,1890.0,NEWB M:0041 L:0086-F,Unknown,0.0,Condo,Unknown,Unknown,Unknown,Unknown
"1350-1st-St,-Cottage-Hills,-IL-62018",229,133,191,1958.0,19-2-08-03-04-406-011,FORREST HOMES SUBD 15 & 16 100 X 150,1.0,Single Family,"{'2022': {'value': 20580, 'land': 3030, 'improvements': 17550}}",{'2022': {'total': 996}},FORREST HOMES SUBD,Unknown
"2625-Easton-Blvd,-Des-Moines,-IA-50317",230,134,192,2021.0,060/09314-001-000,BEG 35.94F S OF NE COR THN S 175F SW 87F N 175F TO S LN EASTON BLVD NE 87F TO POB LOT 2 SD LT 9 OP E 1/2 SEC 31-79-23,1.0,Single Family,"{'2022': {'value': 219200, 'land': 25900, 'improvements': 193300}, '2023': {'value': 275300, 'land': 31100, 'improvements': 244200}}",{'2020': {'total': 490}},SEC 31-79-23,Unknown
"4500-W-Federal-Way,-Queen-Creek,-AZ-85142",231,135,193,2007.0,516-01-0140,LOT 014 SAN TAN HEIGHTS PARCEL C-6 CAB G - SLD 023 SEC 11 3S-7E,1.0,Single Family,"{'2022': {'value': 20164, 'land': 3136, 'improvements': 17028}, '2023': {'value': 29261, 'land': 4704, 'improvements': 24557}, '2024': {'value': 35313, 'land': 7841, 'improvements': 27472}}","{'2020': {'total': 1256}, '2022': {'total': 1255}, '2023': {'total': 1277}}",SAN TAN HEIGHTS PARCEL C-6,Unknown
"7927-Chilton-Stage,-San-Antonio,-TX-78255",232,136,194,2003.0,34732-605-0120,NCB 34732F BLK 5 LOT 12 STAGE RUN SUBD UT-1 'STAGE RUN AREA ANNEX',1.0,Single Family,"{'2020': {'value': 217870, 'land': 53790, 'improvements': 164080}, '2022': {'value': 315720, 'land': 88830, 'improvements': 226890}, '2023': {'value': 344390, 'land': 106020, 'improvements': 238370}}","{'2019': {'total': 5333}, '2022': {'total': 5315}}",STAGE RUN SUBD,Unknown
"620-Gramac-Ln,-Pittsburgh,-PA-15235",233,2,195,1936.0,0451G00318000000,(1.1 A LD) 20 FT RD-HORIZON VIEW DR IMP-DESC: 2 STY FRA HSE-GAR & ADDN #620 1 STY I C STORAGE SHED,0.0,Single Family,Unknown,Unknown,Unknown,Unknown
"1616-N-Rosa-Ln,-Saratoga-Springs,-UT-84045",234,137,196,2019.0,43-260-0307,"LOT 307, JORDAN VIEW LANDING, PHASE 3 SUB AREA 0.027 AC",0.0,Single Family,"{'2022': {'value': 221210}, '2023': {'value': 203280}}",{'2022': {'total': 1756}},JORDAN,Unknown
"1707-N-West-St,-Wichita,-KS-67203",235,138,197,1948.0,131-11-0-41-01-008.00,LOT 23 WEST ST. WEST LYNN ADD.,1.0,Single Family,"{'2022': {'value': 18182, 'land': 4140, 'improvements': 14042}}",{'2022': {'total': 2009}},SUBD NO.: D03,Unknown
"6005-Wormar-Ave,-Fort-Worth,-TX-76133",236,139,198,1963.0,45580-146-2,WEDGWOOD ADDITION BLOCK 146 LOT 2,1.0,Single Family,"{'2022': {'value': 201917, 'land': 40000, 'improvements': 161917}}",{'2022': {'total': 2202}},WEDGWOOD ADDITION,Unknown
"19840-Larbert-St,-Canyon-Country,-CA-91351",237,140,199,1964.0,2801-019-012,TRACT NO 28076 LOT 49,0.0,Single Family,"{'2023': {'value': 434812, 'land': 145697, 'improvements': 289115}}",{'2023': {'total': 5990}},28076,SCUR2
"43321-Carol-Dr,-Lancaster,-CA-93535",238,141,200,1989.0,3170-037-084,TR=44939 LOT 84,1.0,Single Family,"{'2023': {'value': 249125, 'land': 66958, 'improvements': 182167}}",{'2023': {'total': 4332}},44939,LRRA6500*
"1948-Harvest-Ln,-Nevada,-TX-75173",239,142,201,2020.0,R-9536-00A-0790-1,"HIGH MEADOW ESTATES PHASE II (CJO), BLK A, LOT 79",1.0,Single Family,"{'2023': {'value': 540000, 'land': 110000, 'improvements': 430000}}",{'2022': {'total': 8485}},HIGH MEADOW ESTATES PHASE II (CJO),Unknown
"1520-N-Fieldcrest-Cir,-Wichita,-KS-67212",240,2,202,1983.0,133-07-0-42-04-039.00,LOT 24 EXC BEG NWLY COR SWLY ALG WLY LI 117.33 FT NELY 112.52 FT TO NELY LI NWLY 13 FT TO BEG & THAT PART LOT 23 BEG SE COR,0.0,Single Family,"{'2020': {'value': 14088, 'land': 3496, 'improvements': 10592}}",Unknown,SUBD NO.: D11,Unknown
"1609-N-Treasure-Dr,-North-Bay-Village,-FL-33141",241,2,203,0.0,Unknown,Unknown,0.0,Single Family,Unknown,Unknown,Unknown,Unknown
"1218-Ne-17th-Ave,-Fort-Lauderdale,-FL-33304",242,143,204,1951.0,49-42-35-22-0100,"LAKE RIDGE 24-47 B LOT 11 N 37,12 S 26 BLK 2",1.0,Single Family,"{'2021': {'value': 438270}, '2022': {'value': 451410}}",{'2022': {'total': 8169}},LAKE RIDGE 24-47 B,RC-15
"5801-W-Business-83,-Lot-23,-Harlingen,-TX-78552",243,2,2,0.0,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown
"3743-Landon-Ct,-Gulf-Breeze,-FL-32563",244,144,205,2005.0,28-2S-28-5544-00J00-0010,VICTORIAN VILLAGE PHASE 3 LOT 1 BLK J AS DES IN OR 2789 PG 317,1.0,Single Family,"{'2021': {'value': 166849}, '2022': {'value': 172088}}",{'2022': {'total': 1727}},VICTORIAN VILL 1 & 2,PBD
"22727-Bridgewater-Dr,-Spring,-TX-77373",245,145,206,1997.0,1070780000014,LT 14 BLK 27 (5325 SQFT EASEMENT) TIMBER LANE SEC 5,0.0,Single Family,"{'2020': {'value': 167967, 'land': 16091, 'improvements': 151876}, '2022': {'value': 236856, 'land': 55885, 'improvements': 180971}, '2023': {'value': 245346, 'land': 58591, 'improvements': 186755}}","{'2020': {'total': 1419}, '2022': {'total': 6777}}",TIMBER LANE,Unknown
"689-Casey-Rd,-East-Amherst,-NY-14051",246,146,207,2016.0,142289 42.11-2-17.2,LOT:17.200 BLK:2 SEC:42.110 DIST:142289 CITY/MUNI/TWP:AMHERST (TOV),1.0,Single Family,"{'2021': {'value': 368000, 'land': 56300, 'improvements': 311700}, '2022': {'value': 368000, 'land': 56300, 'improvements': 311700}}",{'2019': {'total': 10431}},Unknown,Unknown
"14494-S-Ronan-Ln,-Unit-102,-Herriman,-UT-84096",247,147,208,2018.0,33-07-256-074,"UNIT 102, EAGLE VIEW CONDOMINIUMS PL C-18 10575-4636 10724-5157",1.0,Condo,"{'2022': {'value': 203885, 'land': 61160, 'improvements': 142725}}",{'2022': {'total': 2395}},EAGLE VIEW,8205
"10374-Vena-Ave,-Arleta,-CA-91331",248,148,209,1950.0,2617-018-016,TRACT NO 16197 LOT 49,1.0,Single Family,"{'2019': {'value': 290009, 'land': 161294, 'improvements': 128715}, '2023': {'value': 310944, 'land': 172937, 'improvements': 138007}}","{'2019': {'total': 3662}, '2023': {'total': 5562}}",16197,LAR1
"8781-Lake-Jordan-Way,-North,-Dinwiddie,-VA-23803",249,2,210,2010.0,33D  3   142,LAKE JORDAN SUBDIVISION SECTION III LOT 142 33D-(3)-142,1.0,Single Family,"{'2019': {'value': 326200, 'land': 50000, 'improvements': 276200}, '2021': {'value': 326200, 'land': 50000, 'improvements': 276200}}",Unknown,JORDAN SUBD,R1
"441-E-Covington-Cir-N,-Stansbury-Park,-UT-84074",250,2,211,0.0,Unknown,Unknown,0.0,Single Family,Unknown,Unknown,Unknown,Unknown
"2402-Westchester-Ave,-Ellicott-City,-MD-21043",251,149,212,1940.0,01-0120800040,NWS WESTCHESTER 2402 WESTCHESTER AVE 105 W OF OELLA AVE,1.0,Single Family,{'2022': {'value': 271533}},{'2022': {'total': 3057}},Unknown,Unknown
"230-Front-St,-Apt-G,-Salinas,-CA-93901",252,2,2,0.0,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown
"5595-N-Us-Hwy,-79,-De-Berry,-TX-75639",253,2,213,0.0,Unknown,Unknown,0.0,Single Family,Unknown,Unknown,Unknown,Unknown
"6824-N-Algonquin-Ave,-Chicago,-IL-60646",254,150,214,1968.0,10-33-117-030,(EDGEBROOK)(ESTATES) SUB IN FRACL SEC 33 & PT LTS 46 & 53 IN OGDEN & JONES SUB OF BRONSONS PT OF CALDWELLS RESERVE SEC 33-41-,1.0,Single Family,"{'2018': {'value': 51404, 'land': 7946, 'improvements': 43458}, '2020': {'value': 47291, 'land': 7946, 'improvements': 39345}, '2021': {'value': 48758, 'land': 14715, 'improvements': 34043}}","{'2018': {'total': 8933}, '2020': {'total': 9291}, '2021': {'total': 8599}}",EDGEBROOK ESTATES,Unknown
"650-N-Sam-Houston-Pkwy-E,-Ste-500,-Houston,-TX-77060",255,2,2,0.0,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown
"PO-Box-190486,-Little-Rock,-AR-72219",256,2,2,0.0,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown
"2217-Concord-Dr,-Pittsburg,-CA-94565",257,151,215,1984.0,094-301-007-4,T05399 L0389 B EX MR,1.0,Single Family,"{'2019': {'value': 166713, 'land': 29113, 'improvements': 137600}, '2023': {'value': 178748, 'land': 31214, 'improvements': 147534}}","{'2019': {'total': 2627}, '2023': {'total': 2744}}",SUBDIVISION 5399,R1A
"9523-Lost-Eagle-Dr,-Houston,-TX-77064",258,152,216,1982.0,1150940020019,LT 19 BLK 2 WINCHESTER COUNTRY SEC 6,1.0,Single Family,"{'2021': {'value': 159228, 'land': 46474, 'improvements': 112754}, '2022': {'value': 196659, 'land': 46474, 'improvements': 150185}}","{'2021': {'total': 1915}, '2022': {'total': 1862}}",WINCHESTER COUNTRY,Unknown
"804-2nd-Ave,-Joliet,-IL-60433",259,2,2,0.0,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown
"2013-Adams-St,-Hollywood,-FL-33020",260,2,217,0.0,Unknown,Unknown,0.0,Townhouse,Unknown,Unknown,Unknown,Unknown
"825-Garrow-Rd,-Newport-News,-VA-23608",261,153,218,1990.0,116000263,69 75X120,1.0,Single Family,"{'2020': {'value': 227200, 'land': 60000, 'improvements': 167200}, '2022': {'value': 295500, 'land': 66000, 'improvements': 229500}}","{'2020': {'total': 2914}, '2022': {'total': 3693}}",BEECHWOOD FARMS,R3
"1212-West-Ave,-Elyria,-OH-44035",262,154,219,1900.0,06-26-010-102-004,ELY REALTY CO 41 X 74,0.0,Single Family,"{'2021': {'value': 9790, 'land': 2630, 'improvements': 7160}, '2022': {'value': 9790, 'land': 2630, 'improvements': 7160}}",{'2022': {'total': 545}},HEMAN ELYS ADDITION,Unknown
"2380-Watt-Ave,-Ste-105,-Sacramento,-CA-95825",263,2,2,0.0,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown
"2662-Eagle-Ridge-Dr,-Grand-Junction,-CO-81503",264,155,220,2018.0,2945-264-41-009,LOT 72 SPYGLASS RIDGE FILING NO ONE SEC 26 1S 1W AND AN UND INT IN TRACTS - 0.23AC,1.0,Single Family,"{'2019': {'value': 33050, 'land': 5710, 'improvements': 27340}}",{'2019': {'total': 2089}},SPYGLASS RDG FILING 01,Unknown
"15612-Gramercy-Pl,-Gardena,-CA-90249",265,156,221,1952.0,4063-015-033,TRACT NO 14854 LOT 72,1.0,Single Family,"{'2022': {'value': 396496, 'land': 243427, 'improvements': 153069}}",{'2022': {'total': 4945}},14854,GAR1
"13970-Ramhurst-Dr,-Apt-8,-La-Mirada,-CA-90638",266,2,2,0.0,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown
"2700-N-Grand-Ave,-Apt-M130,-Tyler,-TX-75702",267,2,2,0.0,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown
"700-58th-Ave-N,-Brooklyn-Center,-MN-55430",268,2,222,0.0,Unknown,Unknown,0.0,Single Family,Unknown,Unknown,Unknown,Unknown
"380-Church-St,-Apt-7,-Saint-Ignace,-MI-49781",269,2,223,0.0,Unknown,Unknown,0.0,Condo,Unknown,Unknown,Unknown,Unknown
"1625-Eastern-Hills-Dr,-Clarksville,-TN-37043",270,157,224,1958.0,065O B 01100 000,SUBDIVISION: EASTERN HILLS BLOCK: B LOT: 15--17 C-55-38 P/U OPF T-09; UTL BLD N/V PIC REV T-11,1.0,Single Family,{'2020': {'value': 61200}},{'2020': {'total': 2460}},EASTERN HILLS,R-1
"22329-Century-Dr,-Taylor,-MI-48180",271,2,2,0.0,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown
"6504-Arbor-Ridge-Dr,-Crestwood,-KY-40014",272,2,225,2002.0,23-16F-01-17,HOUSE & .335AC,1.0,Single Family,"{'2022': {'value': 420000, 'land': 60000, 'improvements': 360000}}",{'2022': {'total': 5191}},Unknown,Unknown
"1603-Charlestown-Station-Ct,-Unit-2,-New-Albany,-IN-47150",273,2,226,0.0,Unknown,Unknown,0.0,Single Family,Unknown,Unknown,Unknown,Unknown
"9801-W-Parmer-Ln,-Apt-2333,-Austin,-TX-78717",274,2,227,0.0,Unknown,Unknown,0.0,Apartment,Unknown,Unknown,Unknown,Unknown
